genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;provincia;region;id;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa;es_lider;rangos_aumentos
Femenino;No;38;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;239;"Servicios públicos (agua;gas; electricidad)";1700;Nacional;25;HRBP;Full time;Capacitación y desarrollo;0;2;2;17;150000;Medicina prepaga / Plan de salud, Gimnasio, Home office;Un sueldo;1 solo;12;Agosto;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;6300;3;No,  pero escucho ofertas;Flexibilidad;Partner;NA;Si;Computadora / Laptop, Silla ergonómica;4;0;Entre 11 y 20
Femenino;No;38;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;240;Servicios de correos, y de telecomunicaciones;23000;Nacional;200;Analista;Full time;Capacitación y desarrollo;0;19;3;5;86400;Tarjeta de descuento, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Seguro de vida (adicionales a los de ley), Abono de internet, Home office;Un sueldo;1 solo;4;Abril;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Capital Humano;Si, está permitido;No;0;400;3;No,  pero escucho ofertas;Home office, guardería;burocracia;no recuerdo ninguna bizarra;Si;Computadora / Laptop, Silla ergonómica, Abono de celular, Descuento en internet;4;0;Entre 1 y 10
Masculino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;241;IT;230;Multinacional;9;Analista;Full time;Administración de personal;1;1;1;3;76046;Medicina prepaga / Plan de salud, Gimnasio, Frutas y snacks, Abono de celular, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;25;Junio;Si, en proyectos ad honorem;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 21 y 30
Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;242;IT;70;Nacional;3;HRBP;Full time;Reclutamiento y selección;0;22;2;10;82000;Medicina prepaga / Plan de salud, Licencias extendidas, Gimnasio, Frutas y snacks, Préstamos, Idiomas, Home office;No recibo bono;2 ajustes;26;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;10000;3;No,  pero escucho ofertas;Bono anual, pago de telefonía celular;Asistencia;No recuerdo;NA;NA;NA;0;Entre 21 y 30
Masculino;Prefiero no responder;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Misiones;NEA;243;Otros;115;Nacional;1;Responsable;Full time;Generalista;0;11;11;11;80000;Abono de celular, Préstamos, Reintegros en capacitación;No recibo bono;1 solo;8;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;200;4;No,  pero escucho ofertas;Prepaga para mi grupo familiar .bono;Solidaridad;NA;No;No me enviaron ni reintegraron nada;3;1;Entre 1 y 10
Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Entre Ríos;NEA;244;Comercio;312;Nacional;4;Gerente;Full time;Generalista;2;3;2;7;147000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Abono de celular, Préstamos, Posgrados, Home office;Un sueldo;1 solo;15;Junio;No;RH Pro;Recursos Humanos;Si, está permitido;No;0;3406;4;No,  pero escucho ofertas;Combustible - reintegro impuesto a las ganancias;clave;Por que elegiste ponerte un vestido negro con mangas blancas y no uno blanco on mangas negras;No;Computadora / Laptop, Abono de celular, todos los elementos que quise llevarme: impresora, pizarra, elementos de oficina;4;1;Entre 11 y 20
Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Buenos Aires;Centro;245;Servicios de consultoría;16;Nacional;16;Responsable;Full time;Reclutamiento y selección;0;1;0;15;150000;Horarios flexibles, Frutas y snacks, Abono de celular, Home office, Bono fin de año;Un sueldo;2 ajustes;30;Septiembre;No;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 21 y 30
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;246;Otros;1100;Multinacional;13;Analista;Full time;Administración de personal;120;2;2;2;45500;Medicina prepaga / Plan de salud;No recibo bono;1 solo;30;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;1000;2;Sí, activamente;Mejor remuneracion. Cursos pagos;NA;Me hicieron: si tenia pensado tener hijos;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;0;Entre 21 y 30
Masculino;No;29;No tengo ninguna discapacidad;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Buenos Aires;Centro;247;Otros;150;Nacional;2;Analista;Full time;Administración de personal;0;5;5;5;125000;Medicina prepaga / Plan de salud, Frutas y snacks, Préstamos, Reintegros en capacitación, Comedor / Almuerzos;Menos de un sueldo;3 o más ajustes;35;Septiembre;Si, en emprendimiento no relacionado con RRHH;Tango;Gestión de Personas;Si, está permitido;No;0;0;4;No,  pero escucho ofertas;NA;NA;NA;No;No me enviaron ni reintegraron nada;2;0;Más de 30
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;248;Otros;800;Nacional;8;HRBP;Full time;Generalista;0;2;2;7;72250;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;GV;Recursos Humanos;Si, está permitido;No;0;1100;3;Sí, activamente;Home office, flexibilidad horaria, idiomas, capacitaciones en gran.;Amplio;-;Si;No me enviaron ni reintegraron nada;1;0;Sin aumentos
Masculino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;249;IT;4000;Multinacional;120;HRBP;Full time;Generalista;0;9;3;10;150000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Seguro de vida (adicionales a los de ley), Home office;No recibo bono;2 ajustes;43;Octubre;No;Workday;Recursos Humanos;Si, está permitido;Si;0.5;500;3;No,  pero escucho ofertas;Gimnasio 100% pago. Reitegros internet.;Esencial;Si era creyente;Si;Computadora / Laptop, Silla ergonómica;4;0;Más de 30
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Santa Fe;Patagonia;250;"Alimentación; bebidas; tabaco";2400;Multinacional;26;Analista;Full time;Reclutamiento y selección;0;4;4;5;69000;Medicina prepaga / Plan de salud, Frutas y snacks, Comedor / Almuerzos;No recibo bono;1 solo;8;Junio;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 1 y 10
Femenino;No;32;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;251;Industrias químicas;28;Nacional;1;Responsable;Full time;Generalista;0;8;8;8;75000;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;No tuve ajustes;5;Abril;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;167;3;No,  pero escucho ofertas;Jornada flexible / ajustes por inflación / medicina prepaga para grupo familiar;Conflicto;No recuerdo...;Voy rotando entre la oficina y el trabajo;Computadora / Laptop, Silla ergonómica;3;1;Entre 1 y 10
Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;252;Servicios profesionales;10;Nacional;3;Analista;Full time;Payroll / Liquidación de sueldos;1;6;6;6;89156;Horarios flexibles, Reintegros en capacitación, Home office;Menos de un sueldo;1 solo;15;Marzo;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;Si, está permitido;No;0;300;4;No,  pero escucho ofertas;Home Office, vacaciones extendidas;Conciliacion;NA;Si;No me enviaron ni reintegraron nada;3;0;Entre 11 y 20
Masculino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;253;Servicios de salud;500;Nacional;5;Analista;Full time;Generalista;0;0;0;8;52000;No tengo beneficios adicionales;No recibo bono;1 solo;10;Julio;No;Tango;Recursos Humanos;No, está prohibido;No;0;300;3;Sí, activamente;Horario flexible,días de vacaciones extra,comedor en planta;Servicio;Te mereces cobrar lo que pedis?;No;No estoy trabajando en home office;3;0;Entre 1 y 10
Femenino;No;32;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;254;Función pública;7000;Nacional;60;Analista;Full time;Administración de personal;0;0;0;0;60000;No tengo beneficios adicionales;Menos de un sueldo;1 solo;15;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;300;3;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;0;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Maestría completa;Administración de Empresas;Universidad Pública;Mendoza;Cuyo;255;IT;100;Nacional;3;Responsable;Full time;Reclutamiento y selección;0;1;1;3;72000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de internet, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;40;Agosto;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Más de 30
Masculino;No;34;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;256;Servicios de salud;2500;Nacional;30;HRBP;Full time;Generalista;0;0;0;3;180000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Home office, Comedor / Almuerzos;No recibo bono;1 solo;40;Junio;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Desarrollo humano;Si, está permitido;No;0;8500;4;No,  pero escucho ofertas;Bonos por proyectos;Transformación;N/a;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;0;Más de 30
Femenino;Si;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;257;Servicios de salud;150;Nacional;2;Jefe;Full time;Generalista;1;4;4;14;118000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular;No recibo bono;1 solo;5;Septiembre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;9600;1;Sí, activamente;Vacaciones extendidas, home office, bono, oportunidades de desarrollo;Colaboración;Decime algo por lo que no te contrataríamos ?;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada, Enviamos Pc a quienes no contaban con una. Entregamos kit de seguridad a todos los que van a la oficina.;3;1;Entre 1 y 10
Femenino;Prefiero no responder;63;No tengo ninguna discapacidad;Maestría completa;Caomunicacion social me especialice en RRHH;Universidad Privada;Buenos Aires;Centro;258;"Silvicultura; madera; celulosa; papel";80;Nacional;2;Jefe;Full time;General;1;1;1;24;96000;Medicina prepaga / Plan de salud, Abono de celular;No recibo bono;No tuve ajustes;9;Agosto;Si, en proyectos ad honorem;Bejerman;Recursos Humanos;Si, está permitido;No;0;1100;1;Sí, activamente;Flex time, bono, más días de vacaciones etc;Motivación;Si se liquidar en negro;No;No estoy trabajando en home office;1;1;Entre 1 y 10
Masculino;No;49;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;259;Servicios de correos, y de telecomunicaciones;30;Multinacional;1;Gerente;Full time;Generalista;0;1;1;30;2140000;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos;Un sueldo;1 solo;54;Febrero;No;Softland;Recursos Humanos;Si, está permitido;No;0.1;6400;4;No,  pero escucho ofertas;internet en casa;Aliado;de qué signo sos?;Si;Computadora / Laptop, Silla ergonómica, Abono de celular;4;1;Más de 30
Masculino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;260;"Medios de comunicación; cultura; gráficos";40;Nacional;1;Analista;Full time;Generalista;0;3;3;8;78600;Medicina prepaga / Plan de salud;No recibo bono;1 solo;10;Septiembre;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;4573;3;Sí, activamente;Home Office permanente con dos días por lo menos estables. Capacitaciones y plan de carrera. Evaluación de desempeño y mayor exigencia.;Contención;NA;Si;Computadora / Laptop;3;0;Entre 1 y 10
Masculino;No;40;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Buenos Aires;Centro;261;"Alimentación; bebidas; tabaco";100;Nacional;1;Responsable;Full time;Generalista;0;0;0;8;75000;Medicina prepaga / Plan de salud;Un sueldo;No tuve ajustes;0;Enero;No;Bejerman;Recursos Humanos;Si, está permitido;No;0;300;4;Sí, activamente;Bono, combustible;Generalista;De que equipo de futbol soy;No;No me enviaron ni reintegraron nada;5;1;Sin aumentos
Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;262;IT;20;Nacional;2;Responsable;Full time;Generalista;1;1;1;4;80360;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;2 ajustes;40;Julio;No;No tenemos sistema de gestión;Capital Humano;Si, está permitido;No;0;1800;5;No estoy buscando cambiar;días off;empatía;NA;Si;Computadora / Laptop;4;1;Más de 30
Femenino;No;23;No tengo ninguna discapacidad;Universitario en curso;Actuario;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;263;Servicios de salud;1100;Nacional;22;Analista;Full time;People Analytics;0;3;3;3;82170;Horarios flexibles, Comedor / Almuerzos;No recibo bono;1 solo;10;Septiembre;No;Meta4;Recursos Humanos;No, está prohibido;No;0;93;2;Sí, activamente;Medicina Prepaga, Home Office, Capacitaciones, Desayunos, Masajes, Actividad in site;Experiencia;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;0;Entre 1 y 10
Masculino;No;28;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Buenos Aires;Centro;264;IT;40;Nacional;2;HRBP;Full time;Generalista;0;1;0;1;55000;Horarios flexibles, Home office;No recibo bono;3 o más ajustes;30;Julio;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.1;5000;4;No estoy buscando cambiar;NA;NA;NA;Si;NA;5;0;Entre 21 y 30
Masculino;No;47;No tengo ninguna discapacidad;Secundario completo;No estudié en la Universidad;No estudié en la Universidad;Buenos Aires;Centro;265;"Medios de comunicación; cultura; gráficos";260;Multinacional;5;Administrativo;Full time;Asistente;100;2;2;2;60000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Abono de celular, Reintegros en capacitación, Home office, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;Diciembre;Si, en emprendimiento no relacionado con RRHH;Microsoft Dynamics;Recursos Humanos;Si, está permitido;No;0.1;50;5;No,  pero escucho ofertas;Transporte, cochera. gastoa de combustible;Comunicacion;no las hago;Si;Computadora / Laptop, Abono de celular;5;0;Sin aumentos
Femenino;No;24;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;266;"Bancos; banca online;";500;Multinacional;21;Analista;Full time;Reclutamiento y selección;0;1;1;2;56000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Reintegros en capacitación, Home office, Comedor / Almuerzos, Spotify / Netflix / Servicios de Streaming;No recibo bono;1 solo;5;Marzo;No;Comeet;Recursos Humanos;Si, está permitido;No;0;10000;4;No,  pero escucho ofertas;NA;NA;NA;Si;Silla ergonómica;4;0;Entre 1 y 10
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;Graduada en lic rrhh y abogacia;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;267;Servicios profesionales;450;Multinacional;55;Analista;Full time;Payroll / Liquidación de sueldos;0;5;1;4;97000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Reintegros en capacitación, Idiomas, Home office;Tres sueldos o más;3 o más ajustes;28;Octubre;No;Workday;Recursos Humanos;Si, está permitido;No;0.1;NA;4;No,  pero escucho ofertas;reduccion de la jornada;NA;NA;NA;NA;NA;0;Entre 21 y 30
Masculino;No;40;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Pública;Córdoba;Centro;268;"Alimentación; bebidas; tabaco";520;Nacional;7;Responsable;Full time;Compensaciones y beneficios;2;6;6;15;109000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Abono de celular, Préstamos, Home office, Comedor / Almuerzos;Un sueldo;3 o más ajustes;25;Agosto;Si, en proyectos ad honorem;nexus ERP;Capital Humano;No, está prohibido;No;0;700;4;No,  pero escucho ofertas;vacaciones extendidas;servicio;ns nc;Voy rotando entre la oficina y el trabajo;Kit sanitizante, Abono de celular;3;1;Entre 21 y 30
Masculino;No;31;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;269;IT;635;Nacional;7;Jefe;Full time;Compensaciones y beneficios;1;2;2;15;200;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Abono de celular, Comedor / Almuerzos;Dos sueldos;1 solo;24;Septiembre;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0.1;500;2;Sí, activamente;Company Car.;Personas;NA;Si;Computadora / Laptop;2;1;Entre 21 y 30
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;270;Otros;1300;Nacional;20;Analista;Full time;Administración de personal;0;6;4;6;43000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;15;Agosto;No;Calipso;Recursos Humanos;Si, está permitido;No;0;NA;3;Sí, activamente;Gimnasio;Empatía;NA;NA;NA;NA;0;Entre 11 y 20
Masculino;No;31;Visual;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;271;IT;1600;Multinacional;25;Analista;Full time;Reclutamiento y selección;0;0;2;5;70000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Abono de celular, Abono de internet, Reintegros en capacitación, Idiomas, Home office, Comedor / Almuerzos;No recibo bono;3 o más ajustes;26;Septiembre;No;No tenemos sistema de gestión;Employee Experience;Si, está permitido;Si;0.4;7000;5;No estoy buscando cambiar;Sueldo dolarizado.;Estratégico.;NA;Si;Computadora / Laptop, Silla ergonómica, Abono de celular, Abono de internet;5;0;Entre 21 y 30
Femenino;No;42;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Pública;Tucumán;NOA;272;Comercio;320;Nacional;5;Gerente;Full time;Generalista;4;2;2;16;180000;Horarios flexibles, Licencias extendidas, Abono de celular, Abono de internet, Reintegros en capacitación;No recibo bono;1 solo;12;Marzo;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Gestión de Personas;Si, está permitido;No;0.2;350;4;No estoy buscando cambiar;HomeOffice;Estrategia;Si tendría más hijos;No;No estoy trabajando en home office;4;1;Entre 11 y 20
Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;273;"Medios de comunicación; cultura; gráficos";170;Multinacional;5;Gerente;Full time;Generalista;3;7;0;9;185000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Abono de celular, Comedor / Almuerzos;Dos sueldos;1 solo;20;Septiembre;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.5;2000;4;No,  pero escucho ofertas;Guardería, conexión de internet;Transformador;¿Cómo te ves en 10 años?;Si;Computadora / Laptop, Silla ergonómica;3;1;Entre 11 y 20
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;274;Servicios de salud;65;Nacional;3;Administrativo;Full time;Administración de personal;0;3;3;6;50000;No tengo beneficios adicionales;No recibo bono;1 solo;30;Agosto;Si, en proyectos ad honorem;Bejerman;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Entre 21 y 30
Femenino;No;23;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;275;Servicios de consultoría;50;Multinacional;10;Analista;Plazo Fijo;Generalista;0;1;0;0;22500;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;Enero;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Sin aumentos
Femenino;No;44;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;276;Industria autopartista;140;Multinacional;3;Analista;Full time;Administración de personal;0;3;3;15;80000;Medicina prepaga / Plan de salud, Horarios flexibles, Combustible;Un sueldo;No tuve ajustes;25;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.1;500;3;Sí, activamente;medicina privada, mas dias de vacaciones, home office, horario flexible;soluciones;de que signo astrológico era?;No;No estoy trabajando en home office;3;0;Entre 21 y 30
Masculino;No;54;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Santa Fe;Patagonia;277;Comercio;870;Nacional;10;Gerente;Full time;Administración de personal;10;13;7;30;150000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;NA;No;Nucleus;Recursos Humanos;Si, está permitido;No;0.1;1000;4;No,  pero escucho ofertas;NA;Mi alegría;NA;Si;Computadora / Laptop, Abono de celular, Abono de internet;4;1;Sin aumentos
Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Buenos Aires;Centro;278;Comercio;200;Nacional;3;Gerente;Full time;Hard;1;12;12;121;135000;Medicina prepaga / Plan de salud, Tarjeta de descuento;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Bejerman;Recursos Humanos;Si, está permitido;No;0;4000;3;Sí, activamente;NA;Cliente interno;No recuerdo.  Pero han venido a entrevistas con los padres.;No;No estoy trabajando en home office;3;1;Sin aumentos
Masculino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;279;Hotelería, restauración, turismo;300;Nacional;5;Analista;Full time;Administración de personal;0;3;3;6;70000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Gimnasio, Frutas y snacks, Idiomas, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.2;1000;4;No,  pero escucho ofertas;bono de objetivo;Estratégico;NA;NA;NA;NA;0;Sin aumentos
Femenino;No;40;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;280;Hotelería, restauración, turismo;28;Multinacional;1;Responsable;Full time;Generalista;0;4;4;16;86000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;Diciembre;No;arizmendi;Recursos Humanos;Si, está permitido;No;0;NA;4;No,  pero escucho ofertas;home office;paciencia;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3;1;Sin aumentos
Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;281;Servicios de salud;10000;Nacional;150;Responsable;Full time;Generalista;5;3.5;2.5;10;123000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular;Menos de un sueldo;1 solo;9;Mayo;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;4166;4;No,  pero escucho ofertas;Flexibilidad;QUILOMBO;Que cosas me molestaban de mi novio (?);Si;Computadora / Laptop;4;1;Entre 1 y 10
Femenino;Prefiero no responder;32;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;282;Servicios profesionales;10000;Multinacional;10;Administrativo;Full time;Payroll / Liquidación de sueldos;4;0;0;5;94050;Medicina prepaga / Plan de salud, Horarios flexibles, Seguro de vida (adicionales a los de ley), Posgrados, Idiomas, Comedor / Almuerzos;No recibo bono;1 solo;43;Septiembre;No;RH Pro;Talento Humano;Si, está permitido;Si;0.3;150;4;No,  pero escucho ofertas;Idioma pago. Gimbasio;Talento;Película favorita;NA;NA;NA;0;Más de 30
Masculino;No;45;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Pública;Córdoba;Centro;283;Servicios de salud;1300;Nacional;7;Analista;Full time;Administración de personal;0;15;12;12;60600;Frutas y snacks, Seguro de vida (adicionales a los de ley);Menos de un sueldo;No tuve ajustes;24;Mayo;No;Bejerman;Recursos Humanos;No, está prohibido;No;0.1;30000;4;No,  pero escucho ofertas;Dinero;Inteligencia;NA;No;No me enviaron ni reintegraron nada;4;0;Entre 21 y 30
Masculino;No;52;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Neuquén;Patagonia;284;Oil & gas;3000;Multinacional;65;Gerente;Full time;Generalista;26;17;10;25;250;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley), Home office, Comedor / Almuerzos;Dos sueldos;No tuve ajustes;0;Enero;No;Meta4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Sin aumentos
Femenino;No;36;Obesidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;285;Otros;115;Nacional;1;Jefe;Full time;Generalista;0;3;3;4;100000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;14.52;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;500;1;Sí, activamente;Bono, Home office;Estrategia;Que mineral quisiera ser;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1;1;Entre 11 y 20
